epoch,mode,r2,mse,cosine_sim,train_samples,eval_samples,embed_dim,source_file
32,patch_mean_p_features_tk,0.05628160497277723,0.0014233551919460297,0.13832803070545197,180921,40914,768,probe_v11_checkpoint_epoch0032_patch_mean_p_features_tk_gap10_test_20260429_125855.json
32,patch_mean_p_state_after_routing,0.1125527145579801,0.0013384848134592175,0.193666473031044,180921,40914,768,probe_v11_checkpoint_epoch0032_patch_mean_p_state_after_routing_gap10_test_20260429_125855.json
40,cls_concat_enc,0.12188920551653959,0.0013244030997157097,0.17920434474945068,180921,40914,1536,probe_v11_checkpoint_epoch0040_cls_concat_enc_gap10_test_20260429_131309.json
40,cls_m_enc,0.12198998313067644,0.0013242510613054037,0.18588928878307343,180921,40914,768,probe_v11_checkpoint_epoch0040_cls_m_enc_gap10_test_20260429_130545.json
40,cls_p_enc,-0.0016334325743303513,0.0015107051003724337,0.016274601221084595,180921,40914,768,probe_v11_checkpoint_epoch0040_cls_p_enc_gap10_test_20260429_131148.json
40,patch_mean_concat_all,0.26055123487311804,0.0011152672814205289,0.2608029842376709,180921,40914,2304,probe_v11_checkpoint_epoch0040_patch_mean_concat_all_gap10_test_20260429_130856.json
40,patch_mean_concat_enc_d_prime,0.26852568945130073,0.0011032398324459791,0.25995364785194397,180921,40914,1536,probe_v11_checkpoint_epoch0040_patch_mean_concat_enc_d_prime_gap10_test_20260429_130855.json
40,patch_mean_concat_enc_only,0.24310379446532027,0.0011415822664275765,0.2513061761856079,180921,40914,1536,probe_v11_checkpoint_epoch0040_patch_mean_concat_enc_only_gap10_test_20260429_130617.json
40,patch_mean_concat_enc_phase3,0.25596623807727203,0.0011221825843676925,0.25756141543388367,180921,40914,1536,probe_v11_checkpoint_epoch0040_patch_mean_concat_enc_phase3_gap10_test_20260429_130852.json
40,patch_mean_concat_p_enc_d_prime,0.12137355822588503,0.0013251808704808354,0.18193064630031586,180921,40914,1536,probe_v11_checkpoint_epoch0040_patch_mean_concat_p_enc_d_prime_gap10_test_20260429_130855.json
40,patch_mean_m_enc,0.2477622039615408,0.0011345562525093555,0.24469132721424103,180921,40914,768,probe_v11_checkpoint_epoch0040_patch_mean_m_enc_gap10_test_20260429_130545.json
40,patch_mean_p_enc,-0.0038158119216915587,0.0015139966271817684,0.0051429360173642635,180921,40914,768,probe_v11_checkpoint_epoch0040_patch_mean_p_enc_gap10_test_20260429_130545.json
40,patch_mean_p_features_tk,0.049408066152082264,0.0014337222091853619,0.12718529999256134,180921,40914,768,probe_v11_checkpoint_epoch0040_patch_mean_p_features_tk_gap10_test_20260429_130851.json
40,patch_mean_p_state_after_routing,0.12505397427804432,0.0013196298386901617,0.18843325972557068,180921,40914,768,probe_v11_checkpoint_epoch0040_patch_mean_p_state_after_routing_gap10_test_20260429_130851.json
44,cls_concat_enc,0.11406459856853757,0.0013362044701352715,0.17739903926849365,180921,40914,1536,probe_v11_checkpoint_epoch0044_cls_concat_enc_gap10_test_20260427_234556.json
44,cls_m_enc,0.1252565735492126,0.001319324248470366,0.17411275207996368,180921,40914,768,probe_v11_checkpoint_epoch0044_cls_m_enc_gap10_test_20260427_234554.json
44,cls_p_enc,-0.0018811454884684053,0.0015110786771401763,0.033213142305612564,180921,40914,768,probe_v11_checkpoint_epoch0044_cls_p_enc_gap10_test_20260427_234554.json
44,patch_mean_concat_all,0.2880916027913881,0.0010737297125160694,0.26740142703056335,180921,40914,2304,probe_v11_checkpoint_epoch0044_patch_mean_concat_all_gap10_test_20260427_234556.json
44,patch_mean_concat_enc_d_prime,0.2838804832510423,0.0010800810996443033,0.2717668116092682,180921,40914,1536,probe_v11_checkpoint_epoch0044_patch_mean_concat_enc_d_prime_gap10_test_20260427_234555.json
44,patch_mean_concat_enc_only,0.2586600885437096,0.0011181195732206106,0.27177590131759644,180921,40914,1536,probe_v11_checkpoint_epoch0044_patch_mean_concat_enc_only_gap10_test_20260427_234555.json
44,patch_mean_concat_enc_phase3,0.2636238531117724,0.0011106330202892423,0.26245972514152527,180921,40914,1536,probe_v11_checkpoint_epoch0044_patch_mean_concat_enc_phase3_gap10_test_20260427_234555.json
44,patch_mean_concat_p_enc_d_prime,0.13665526902300817,0.001302132266573608,0.18534766137599945,180921,40914,1536,probe_v11_checkpoint_epoch0044_patch_mean_concat_p_enc_d_prime_gap10_test_20260427_234555.json
44,patch_mean_m_enc,0.26716629065297337,0.001105290139093995,0.27212581038475037,180921,40914,768,probe_v11_checkpoint_epoch0044_patch_mean_m_enc_gap10_test_20260427_234602.json
44,patch_mean_p_enc,-0.0025198799414274387,0.0015120420139282942,0.01896175742149353,180921,40914,768,probe_v11_checkpoint_epoch0044_patch_mean_p_enc_gap10_test_20260427_234602.json
44,patch_mean_p_features_tk,0.04995019916248278,0.0014329045079648495,0.1314694583415985,180921,40914,768,probe_v11_checkpoint_epoch0044_patch_mean_p_features_tk_gap10_test_20260427_234602.json
44,patch_mean_p_state_after_routing,0.134646310695394,0.0013051623245701194,0.19152361154556274,180921,40914,768,probe_v11_checkpoint_epoch0044_patch_mean_p_state_after_routing_gap10_test_20260427_234602.json
48,cls_concat_enc,0.1182067563282172,0.001329957158304751,0.15792398154735565,180921,40914,1536,probe_v11_checkpoint_epoch0048_cls_concat_enc_gap10_test_20260428_093523.json
48,cls_m_enc,0.12324629643057372,0.0013223562855273485,0.17467838525772095,180921,40914,768,probe_v11_checkpoint_epoch0048_cls_m_enc_gap10_test_20260428_093521.json
48,cls_p_enc,-0.0017899291092604575,0.0015109410742297769,0.04823293164372444,180921,40914,768,probe_v11_checkpoint_epoch0048_cls_p_enc_gap10_test_20260428_093521.json
48,patch_mean_concat_all,0.2810552482287697,0.0010843422496691346,0.2662750780582428,180921,40914,2304,probe_v11_checkpoint_epoch0048_patch_mean_concat_all_gap10_test_20260428_093534.json
48,patch_mean_concat_enc_d_prime,0.2826292802663657,0.0010819683084264398,0.2646762430667877,180921,40914,1536,probe_v11_checkpoint_epoch0048_patch_mean_concat_enc_d_prime_gap10_test_20260428_093524.json
48,patch_mean_concat_enc_only,0.2625871185174864,0.0011121967108920217,0.25862938165664673,180921,40914,1536,probe_v11_checkpoint_epoch0048_patch_mean_concat_enc_only_gap10_test_20260428_093523.json
48,patch_mean_concat_enc_phase3,0.26419428517957777,0.0011097727110609412,0.25908464193344116,180921,40914,1536,probe_v11_checkpoint_epoch0048_patch_mean_concat_enc_phase3_gap10_test_20260428_093523.json
48,patch_mean_concat_p_enc_d_prime,0.13882286692096768,0.001298863091506064,0.18312954902648926,180921,40914,1536,probe_v11_checkpoint_epoch0048_patch_mean_concat_p_enc_d_prime_gap10_test_20260428_093533.json
48,patch_mean_m_enc,0.26347719255990143,0.0011108542094007134,0.2609986364841461,180921,40914,768,probe_v11_checkpoint_epoch0048_patch_mean_m_enc_gap10_test_20260428_093521.json
48,patch_mean_p_enc,-0.00036178832877098444,0.001508787157945335,0.06592068076133728,180921,40914,768,probe_v11_checkpoint_epoch0048_patch_mean_p_enc_gap10_test_20260428_093521.json
48,patch_mean_p_features_tk,0.04864107927197181,0.0014348789118230343,0.13264551758766174,180921,40914,768,probe_v11_checkpoint_epoch0048_patch_mean_p_features_tk_gap10_test_20260428_093522.json
48,patch_mean_p_state_after_routing,0.13837249978603539,0.0012995422584936023,0.18621158599853516,180921,40914,768,probe_v11_checkpoint_epoch0048_patch_mean_p_state_after_routing_gap10_test_20260428_093522.json
50,cls_concat_enc,0.11308111016187339,0.0013376878341659904,0.15282660722732544,180921,40914,1536,probe_v11_latest_cls_concat_enc_gap10_test_20260428_093522.json
50,cls_m_enc,0.12344944519800227,0.0013220498804003,0.16916728019714355,180921,40914,768,probe_v11_latest_cls_m_enc_gap10_test_20260428_093529.json
50,cls_p_enc,-0.0015739770789671148,0.001510615344159305,0.009265017695724964,180921,40914,768,probe_v11_latest_cls_p_enc_gap10_test_20260428_093529.json
50,patch_mean_concat_all,0.27847920976053797,0.0010882276110351086,0.26668813824653625,180921,40914,2304,probe_v11_latest_patch_mean_concat_all_gap10_test_20260428_093525.json
50,patch_mean_concat_enc_d_prime,0.28213341484108145,0.001082716160453856,0.27251794934272766,180921,40914,1536,probe_v11_latest_patch_mean_concat_enc_d_prime_gap10_test_20260428_093523.json
50,patch_mean_concat_enc_only,0.2625467854919812,0.0011122574796900153,0.26114529371261597,180921,40914,1536,probe_v11_latest_patch_mean_concat_enc_only_gap10_test_20260428_093523.json
50,patch_mean_concat_enc_phase3,0.2666716890690878,0.001106036128476262,0.2578633427619934,180921,40914,1536,probe_v11_latest_patch_mean_concat_enc_phase3_gap10_test_20260428_093523.json
50,patch_mean_concat_p_enc_d_prime,0.13937467106554924,0.0012980308383703232,0.18516483902931213,180921,40914,1536,probe_v11_latest_patch_mean_concat_p_enc_d_prime_gap10_test_20260428_093523.json
50,patch_mean_m_enc,0.26453958862954297,0.0011092518689110875,0.26467669010162354,180921,40914,768,probe_v11_latest_patch_mean_m_enc_gap10_test_20260428_093521.json
50,patch_mean_p_enc,-0.0013959402906336127,0.0015103468904271722,-0.003994239028543234,180921,40914,768,probe_v11_latest_patch_mean_p_enc_gap10_test_20260428_093521.json
50,patch_mean_p_features_tk,0.04761385096298876,0.001436428283341229,0.13176017999649048,180921,40914,768,probe_v11_latest_patch_mean_p_features_tk_gap10_test_20260428_093522.json
50,patch_mean_p_state_after_routing,0.12866965967074173,0.0013141765957698226,0.18228822946548462,180921,40914,768,probe_v11_latest_patch_mean_p_state_after_routing_gap10_test_20260428_093522.json
